"","id","job","nwords"
"482",482,"echnical Sourcer on Production Engineering ",5
"483",483,"DEVELOPER NWA MEDIA Maintain systems in Python and Django to",10
"484",484,"senior Java Developer Bank of America ",6
"485",485,"Pipeline Lead Alexx Henry Studios ",5
"486",486,"Research Asst University of Hawaii ",5
"487",487,"Sr Java/J2EE Developer Pennsylvania Higher Education Assistance Agency ",9
"488",488,"Quality Assurance Engineer / Mobile ester COMCAS ",6
"489",489,"Assistant System Engineer ata Consultancy Services ",6
"490",490,"Java Developer/Architect Stories Khazana Boise Senior Java Developer†Project",10
"491",491,"Software Engineer Freelancing Shoply is a magical shopping genie. It",10
"492",492,"Python Programmer/Programming Intern QUALIFICAION AND AREA OF WORK ",9
"493",493,"Java/J2EE Developer Federal Reserve Bank of Richmond Responsibilities:† Involved",10
"494",494,"Java/J2EE Developer Nordstrom ",4
"495",495,"Research Assistant Oregon State University, Department of Mechanical Engineering ",9
"496",496,"senior Java/J2EE Developer Lincoln Financial Group ",7
"497",497,"senior Java Developer Firestone Diversified Products ",6
"498",498,"NE Developer, Confidential PA Dept of Public Welfare ",8
"499",499,"senior Java Developer Freddie Mac ",5
"500",500,"Java Developer Blue Cross Blue Shield, MI ",7
"501",501,"senior Java J2EE Developer Citigroup ",5
"502",502,"Engineer WorldQuant, LLC. ",3
"503",503,"Sr BPM/SOA/JAVA SoftwareEngineer At&t, Midtwon, GA Application",10
"504",504,"Verification Engineer Hospira Inc Created different verification test plans and",10
"505",505,"Java Developer Experian  Working on the Amazon web service cloud",10
"506",506,"Research Assistant he University of Iowa ",6
"507",507,"Computer Science Lab Assistant BEMIDJI SAE UNIVERSIY ",7
"508",508,"Java Intern Shazam ",3
"509",509,"Python Developer Healthways, Inc ",4
"510",510,"Software rainee Intern Numero Uno echnologies Managed database and Web",10
"511",511,"Research Assistant Center for Advanced Computation and elecommunications (CAC), UMass",10
"512",512,"PhD Intern Qualtre Company ",4
"513",513,"Java Back",2
"514",514,"Senior Developer H&M ",4
"515",515,"PHP Developer G world ",4
"516",516,"Stage d√veloppeur Python E",4
"517",517,"ransit Bus Driver exas A&M ransportation Services ",8
"518",518,"Java Developer Apptium echnologies ",4
"519",519,"Research and Development Intern Gamma Medica, Inc ",7
"520",520,"Postdoctoral Researcher he Ohio State University ",6
"521",521,"eaching Assistant (A) Coding House ",5
"522",522,"Senior JAVA/J2EE Developer Cerner Corporation ",6
"523",523,"ech lead L& ech services ",5
"524",524,"senior Java Developer Citi Group Inc ",6
"525",525,"senior Devops Engineer Macy's Systems and echnology ",8
"526",526,"Java/J2EE Developer Nike ",4
"527",527,"Java/J2EE Developer Fresenius Medical Care ",6
"528",528,"Java/J2EE Developer Fresenius Medical Care ",6
"529",529,"Compliance Manager D3 for the UI spect to cloud security",10
"530",530,"Data Science Immersive Student Galvanize ",5
"531",531,"Python Developer Capital One Bank ",5
"532",532,"Python developer BedrockData ",3
"533",533,"Senior Java Developer Cox Media ",5
"534",534,"Principal Software Engineer RAYHEON ",4
"535",535,"Software Engineering Intern Analog Devices ",5
"536",536,"Java Developer EKAK PV. LD ",5
"537",537,"Weblogic Administrator/WebSupport Engineer Wells Fargo ",6
"538",538,"Senior Automation Engineer/Architect echMahindra ",5
"539",539,"senior Java/ J2EE developer HM Health Solutions ",7
"540",540,"Sr Java Consultant Verizon ",4
"541",541,"Software Development Project Manager Opus Inspection ",6
"542",542,"Senior Java/J2EE Developer HSBC ",5
"543",543,"Java/ J2EE Developer Wells Fargo ",5
"544",544,"senior Java/J2ee Developer Comerica Bank ",6
"545",545,"Java Developer American Standard Description:†American standard Business portal is",10
"546",546,"Java Developer Intersect Group Client: InterContinental Hotels Group (IHG)†Worked",10
"547",547,"Java/JEEDeveloper Domino's LLC ",5
"548",548,"Senior Java Developer ata Consultancy Services ",6
"549",549,"Quality Analyst Life Lock Inc ",5
"550",550,"Programming Assistant hirdChannel Digital electronic device programming, testing and final",10
"551",551,"DIRECOR OF PROGRAMMING AND ADMISSIONS PGiP ",6
"552",552,"Java backend Developer he Home Depot Pro ",7
"553",553,"Software engineer Accenture Responsibilities†Understanding the business requirement specification.† Executing",10
"554",554,"iOS and Javascript Intern Visual BI Solutions Inc Customized an",10
"555",555,"senior Java/J2EE Developer Avaya ",5
"556",556,"Research Assistant California Water Institute ",5
"557",557,"Java/J2EE Architect Confidential ",4
"558",558,"Engineer Electrical Systems and Infotainment, General Motors echnical Centre India",10
"559",559,"Java / Ecommerce Application Environment Support Lead CVS Health ",8
"560",560,"Java / Ecommerce Application Environment Support Lead CVS Health ",8
"561",561,"Django Developer Python Projects: Full featured open source 3d engine",10
"562",562,"Senior Java/J2EE Developer Nationwide Insurance ",6
"563",563,"senior Java Developer Ventyx ",4
"564",564,"Sr Java Developer Dept of Corrections, Washington ",7
"565",565,"FrontEnd UI Developer BARCLAYS ",4
"566",566,"echnical Lead/Developer Cisco Systems ( Project : Cisco Unity Connection ) Cisco",10
"567",567,"Lecturer Wellesley College ",3
"568",568,"Hadoop Consultant Cerner ",3
"569",569,"Intern Sarakki Associates Inc ",4
"570",570,"FX rader Foreign Exchange rading Studied a wide variety of",10
"571",571,"Senior Systems and Network Engineer Oasis echnologies Job Description:†Responsible",10
"572",572,"Senior QA Engineer AccessData Corporation ",5
"573",573,"Software Development Intern Fermi National Accelerator Laboratory ",7
"574",574,"Senior Manager, Statistical Programming Veristat ",5
"575",575,"Product Engineer Esenior ",3
"576",576,"Java Developer Innovatis ech ",4
"577",577,"Data Science Engineer Aetna Inc ",5
"578",578,"Front end developer Zion ech Developed and maintained trade mall",10
"579",579,"Netezza echnical Architect (consultant) NYC Health and Hospitals Corporation ",9
"580",580,"Intern Programmer, Bioinformatics Computational Core Lab (BCCL) Virginia Commonwealth University",10
"581",581,"Python Developer Lithium ",3
"582",582,"R&D est Engineering Intern eradata  Developed automated tests that",10
"583",583,"Java Software Development Intern PEARSON VUE óè Worked independently with Pearson",10
"584",584,"GIS Analyst he State of South Carolina Department of Health",10
"585",585,"Financial Analyst University of exas at Austin ",7
"586",586,"Project Manager Otak, inc ",4
"587",587,"senior Java Developer Delta Air Lines, Inc Project: SLS ",9
"588",588,"Research Assistant University of oledo ",5
"589",589,"Structural/Finite Element Analysis Programmer (Durability & Safety) Daimler rucks North",10
"590",590,"senior WebSphere Administrator Ignite Management consultants Llc ",7
"591",591,"Adobe Photoshop, InDesign, Illustrator Painting Drawing,†Ceramics,†Digital Photography,†Printmaking",10
"592",592,"Java Senior Developer ",3
"593",593,"Software Engineering Senior Analyst Accenture Services Pvt Ltd Clients: Pfizer",10
"594",594,"Research Assistant Characterization of Lya Emitting Galaxies ",7
"595",595,"Financial Software Engineer GREEN REE Investment Management LLC ",8
"596",596,"Software Engineer AWS CloudFront, Amazon.com  Designed a DDOS mitigation",10
"597",597,"Python Developer/Analyst Capital One Bank ",6
"598",598,"eaching Assistant Computer Science Department, University of Illinois ",8
"599",599,"Rehabilitation echnician PHP of North Carolina ",6
"600",600,"senior Java Developer Verizon ",4
"601",601,"SOFWARE ENGINEER Able Lending ",4
"602",602,"Consultant Educational Software ",3
"603",603,"Programming Intern Cross River Bank ",5
"604",604,"senior Java/J2EE WAS Consultant J P Morgan Chase ",9
"605",605,"Ensemble member in Monty Python's Spamalot Springfield Municipal Opera",10
"606",606,"Python Developer (Consultant) Catalina Marketing ",5
"607",607,"Software Engineer, Converged Cloud Systems Hewlett Packard Enterprise ",8
"608",608,"Senior Java/J2EE Developer Wells Fargo, CA Responsibilities:† Working on",10
"609",609,"SUDEN WORKER MARSHALL SCHOOL  Developing a system in Python to",10
"610",610,"Java/J2EE Developer Deutsche Bank ",5
"611",611,"Senior Java/J2ee developer Home Depot ",6
"612",612,"Java developer State Street Corporation ",5
"613",613,"Python Developer Miami Rebel Inc ",5
"614",614,"Java/J2EE Developer Cablevision ",4
"615",615,"senior Java/J2EE Developer he Private Bank ",7
"616",616,"JAVA / J2EE Programmer CVS Caremark ",5
"617",617,"Sr Java/J2EE Developer Ericsson ",5
"618",618,"Java Developer Infosys ",3
"619",619,"Staff Software Verification Engineer Sony Mobile Corporation ",7
"620",620,"Fellow Startup.ML ",3
"621",621,"senior Java/J2EE Developer Verizon Wireless ",6
"622",622,"Software Engineer MANHAAN ASSOCIAES ",4
"623",623,"Software Engineer Samsung Research & Development Institute ",6
"624",624,"Web Developer/Designer Freelance Design and develop custom websites using",10
"625",625,"Graduate Research Assistant University of Massachusetts Amherst ",7
"626",626,"Computer Vision and Deep Learning intern echnicolor ",7
"627",627,"D√veloppeur PHP / Python NBM Groupe ",5
"628",628,"QA Automation Engineer Integnology Corporation ",5
"629",629,"Python Client ",2
"630",630,"Java Developer Medtronic ",3
"631",631,"Software Engineer You",3
"632",632,"President of the organizing committee of IIMUN Indian International Model",10
"633",633,"Healthcare Data Analytics Intern Banner Health ",6
"634",634,"Java developer Clarus Large File Management (LFM) Developed LFM functionality",10
"635",635,"Project Support / Linux Specialist wo Point Conversion ",7
"636",636,"Senior Java/J2EE Developer MG HEALH ",6
"637",637,"Senior Java Developer CEM ",4
"638",638,"Software Developer Neoteryx ",3
"639",639,"Sr Java Developer Ebay ",4
"640",640,"Grader Portland State University Present)† Currently working as the grader",10
"641",641,"Java Developer Wolters Kluwer Health (Lexicomp) Lexicomp online is a",10
"642",642,"senior Java Developer owers Watson ",5
"643",643,"Java Developer Citi Bank ",4
"644",644,"Investment Analyst Soochow Securities ",4
"645",645,"Quantitative Analyst",2
"646",646,"Python Web Development Intern hermo Fisher Scientific ",7
"647",647,"Java Developer Dizer Corp ",4
"648",648,"senior Java/J2EE Developer Intersections, Chantilly, VAApr Description: Intersections is",10
"649",649,"Software Engineer Cisco Systems ",4
"650",650,"Java/J2EE Developer PPG, Shelby Project Name: GPS†Description: Global",10
"651",651,"Sr Java Developer Hyatt Corporation ",5
"652",652,"R/Python Programmer & Economic Researcher EMPLE UNIVERSIY CENER FOR REGIONAL",10
"653",653,"Python Developer Zaran ech system to handle all the activities",10
"654",654,"Java Developer Sky touch echnology ",5
"655",655,"Software Developer Federal ransit, Inc ",5
"656",656,"Python Developer Verizon Insight Global†Enterprise cloud based identity service",10
"657",657,"Senior Consultant / Biostatistics, Edpidemiology, and Clinical Research Self Employed ",9
"658",658,"Assistant Director of Programming and Events COLUMBIA UNIVERSIY, LAW SCHOOL",10
"659",659,"Bioinformatics Analyst Emory University School of Medicine ",7
"660",660,"Java Developer U.S Securities and Exchange Commission Project Name",10
"661",661,"Java Developer InterContinental Hotels Group Responsibilities† Followed SCRUM process of",10
"662",662,"Research Intern SMaPP Lab,NYU Engineering an open source toolkit",10
"663",663,"Java Developer UBS ",3
"664",664,"senior Java Developer Wells Fargo ",5
"665",665,"seniorJava Developer Sprint Nextel Sprint.com helps user to buynew",10
"666",666,"Java/J2EE Developer Blue Cross & Blue Shield Domain: Insurance†Description",10
"667",667,"Senior UI Developer AIG ",4
"668",668,"Java Developer IBM ",3
"669",669,"Java Developer Systematic Inc. ",4
"670",670,"Analyst JPMorgan Chase ",3
"671",671,"senior Java Web Developer ADP ",5
"672",672,"ravelling Salesman Problem Python, NLK Fall '15  Developed a model",10
"673",673,"senior Java Developer CANON USA ",5
"674",674,"Hybris Consultant ",2
"675",675,"Java developer Java developer ELIO is Electronic Legal Invoice Online",10
"676",676,"Java Consultant Sun Edison Inc ",5
"677",677,"Java Developer Express Scripts ",4
"678",678,"Java Solutions Architect Brinks Security/rianz Skills: Java, Spring, Hibernate",10
"679",679,"Senior Java/J2EE Developer Wells Fargo ",6
"680",680,"Software Development Engineer in est (Python) Phorm ",7
"681",681,"Senior Java/J2EE Developer he Hartford Insurance ",7
"682",682,"Senior Mainframe Developer and Release ester New York Life Insurance",10
"683",683,"Java front",2
"684",684,"senior Java/J2EE Developer Experian NY Project: Credit Expert (CE",10
"685",685,"Java Developer BCBAL Responsible for the development of front",9
"686",686,"I Engineer Amind Group ",4
"687",687,"Head coach 1st Swiss League canceled the contract club declared",10
"688",688,"Web Developer Silvics Solutions LLC I was able to work",10
"689",689,"Student Wyncode Academy ",3
"690",690,"Software Engineer, Product Manager Versify Solutions ",6
"691",691,"Java Developer Wilmington, DE Responsibilities:† Implemented the project using MVC",10
"692",692,"Student Data Specializations Johns Hopkins, Data Science Specialization: Completed",9
"694",694,"Senior Software Engineer PC ",4
"695",695,"Stage de fin d'√tudes chez CGI ",7
"696",696,"Creative Director / UI/UX/Usability Director Company Confidential ",8
"697",697,"senior RF Eng. echnologist Linear Corp ",6
"698",698,"Software Developer Freelance ",3
"699",699,"Python Web Developer Innutra Inc ",5
"700",700,"Data Researcher Sharp Laboratories of America Developed and deployed corporate",10
"701",701,"Java Developer UFS echnologies ",4
"702",702,"System Engineer ",2
"703",703,"seniorJava/J2ee Developer G Mercer ",5
"704",704,"Data Engineering Intern CBS Interactive ",5
"705",705,"Software est Engineer QA101 Consulting Group ",6
"706",706,"Java / J2EE Developer Sr Freddie Mac / iBrain echnologies INC ",9
"707",707,"Senior Java Developer/Solutions Architect Lockheed Martin Information Systems and",10
"708",708,"Java/J2EE Developer ICMARC ",4
"709",709,"Graduate Student ",2
"710",710,"Senior Java Application Developer / Python Developer Securitized Products and FX",10
"711",711,"Graduate Student Portland State University ",5
"712",712,"senior Java/J2EE Developer homson Reuters ",6
"713",713,"senior Java Developer CII GROUP ",5
"714",714,"Python Programmer Sunrust Bank ",4
"715",715,"Assistant Programmer UNIVERSIY OF NEW MEXICO, CIVIL DEPARMEN  Designed and",10
"716",716,"Web Developer Purdue Computer Science Department ",6
"717",717,"Senior Software Engineer ",3
"718",718,"Java/J2EE Developer Client ",4
"719",719,"Practicum echnical Lead UNC Health Care System ",7
"720",720,"Big Data/Hadoop Developer Cardinal Health ",6
"721",721,"Java developer Charlotte, NC Responsibilities:† Designed and Developed the Front",10
"723",723,"Senior Java Developer Service Control Engine ",6
"724",724,"Java Developer/Software Engineer Online ool to Create Ad for",10
"725",725,"Embedded Engineer Nokia Siemens Networks ",5
"726",726,"Sr Java Developer MX Finance ",5
"728",728,"senior Java/J2EE Developer BCBS ",5
"729",729,"senior Java Developer CapitalOne ",4
"730",730,"Java/J2EE Developer CII Group ",5
"731",731,"senior Java Developer CapitalOne ",4
"732",732,"UI Developer Harley Davidson",4
"733",733,"echnical Lead / Architect BLOOMBERG LP ",5
"734",734,"Director, Business Intelligence Prosper Marketplace ",5
"735",735,"Research Assistant University of Michigan Health System  Working as a",10
"736",736,"Senior Software QA Engineer ACCRIVA DIAGNOSICS ",6
"737",737,"senior Java/J2EE Developer Bank of America ",7
"738",738,"Senior Java Developer Blue Cross Blue Shield (BCBS) ",8
"739",739,"Application Information System Specialist erumo CV Group ",7
"740",740,"senior Software est Engineer SAMSUNG, NJ  Flashing the devices and",10
"741",741,"senior Java/ J2EE developer HM Health Solutions ",7
"742",742,"Java/J2EE Developer BS Solutions, Inc Project: Learning Partner Management",10
"743",743,"Data Science Fellowship Insight Data Science ",6
"744",744,"Java Developer (Consultant) Rockwell Automation ",5
"745",745,"Application Engineer Pyrotech Engineers Roles:",5
"746",746,"Java Developer SING ",3
"747",747,"seniorHadoop Developer Phelps Dodge ",4
"748",748,"Accounting & Finance Staff aman Sari Hotel Sukabumi ",7
"749",749,"Research Engineer ",2
"750",750,"Full Stack Web Developer Reddickech ",5
"751",751,"Data Analyst Intern Edward Real Estate Service o Collected the",10
"752",752,"Java Hadoop Developer Walmart ",4
"753",753,"echnical Architect Capital One USA†Capital One is diversified bank",10
"754",754,"IC Design Intern Broadcom Corporation ",5
"755",755,"Intern Hospital Corp Nashvilla†N†Worked†pr! ms such aA√",10
"756",756,"eaching Assistant/Research Assistant University of Houston ",7
"757",757,"Project Assistant, (Graduate Student) University of New Mexico Clients: UNM",10
"758",758,"Java Developer FCA ",3
"759",759,"Software Developer Intern Industrial Metallics India ",6
"760",760,"eaching Assistant University Of Houston, exas ",6
"761",761,"Java Developer CAREER NOE ",4
"762",762,"Big Data Consultant State Farm Insurance ",6
"763",763,"Java/J2EE Developer Duke Energy ",5
"764",764,"Software Engineering Student CODING DOJO ",5
"765",765,"Customer Service/Bookkeeping Python Drain Cleaning 1 Corporation ",8
"766",766,"Stage Concepteur D√veloppeur Aistos D√veloppement d'une application de diagnostic",10
"767",767,"UI Developer echmahindra Americas ",4
"768",768,"Java /J2EE Developer Expedia ",4
"769",769,"Presentation Layer Developer Razorfish Health ",5
"770",770,"JAVA AND PYHON UOR Cedar Falls, IA Assisting with Java",10
"771",771,"Consultant Informatique Conception et D√veloppement Python INEL ",7
"772",772,"Senior Signal Intergrity Engineer Apple Computer ",6
"773",773,"Site Engineer Hewlett Packard ",4
"774",774,"Stage de 3 Hispano",4
"775",775,"Undergraduate Research Assistant University at Albany ",6
"776",776,"Software Engineer for ""WIPRO ECHNOLOGIES"" Email Id venkat.thuka@gmail",10
"777",777,"Staff SYSEM PRODUC VALIDAION ENGINEER LAICE SEMICONDUCOR CORPORAION ",8
"778",778,"Graduate Assistant Carnegie Mellon University ",5
"779",779,"Programming Intern Glen Jarvis, LLC ",5
"780",780,"seniorQuality Analyst Partners Healthcare Geneinsight suite is an I platform",10
"781",781,"Research Assistant Michigan State University ",5
"782",782,"Research Assistant UNC Charlotte ",4
"783",783,"Web Application Developer Akorbi, On contract with Google ",8
"784",784,"Sr Python Developer Peloton Cycle ",5
"785",785,"Python ester KeyIngredient ",3
"786",786,"Roboticist Claddagh Robotics ",3
"787",787,"Curriculum Assistant, Sr Valencia College ",5
"788",788,"Software Developer Intwine Connection, LLC ",5
"789",789,"Virtual Reality Developer AppliedVR ",4
"790",790,"Graduate Center Research Fellow CUNY Involved in research with Professor",10
"791",791,"Python Developer Intern Quantome LLC ",5
"792",792,"Customer Service/Equipment Maintenance RICOH CORP Devens, MA.† Maintain all",10
"793",793,"Senior Contract Recruiter Frontier Communications ",5
"794",794,"Web Analytics Manager SLEEPY'S CORPORAE  Build and refine models",10
"795",795,"Postdoc Pennsylvania State University ",4
"796",796,"Embedded SW Engineering Intern Audio for Video Group, Bose Corporation",10
"797",797,"Senior Python Developer Rackspace US INC ",6
"798",798,"Java Web Developer Wells Fargo ",5
"799",799,"Summer Fellow NOAA Great Lakes Environmental Research Laboratory ",8
"800",800,"Website Design Intern GIGVESMEN ",4
"801",801,"Software Engineer (Python, Git, Vim, Single Board Computing) Evensoft LLC",10
"802",802,"Research Assistant Advanced echnology Research Center ",6
"803",803,"C#, Python, Unity, Blender Cr√ation d'un jeu type ower",10
"804",804,"Web Developer Intern ristan  Create Small business Responsive Media Websites",10
"805",805,"Software QA automation Engineer Kaiser Permanente ",6
"806",806,"Senior Engineer, Software est National Oilwell Varco, Inc  National Oilwell",10
"807",807,"Project Lead and Senior Java Developer CSC ",7
"808",808,"WEB DEVELOPER",2
"809",809,"Java Developer Deloitte Consulting (through: PROBYS) ",6
"810",810,"Consultant, Programming & Windows System Administrator Freelancing ",6
"811",811,"Python Developer Capital One Bank ",5
"812",812,"Quality Engineer Hyundai America echnical Center ",6
"813",813,"Firmware Quality Engineer Hewlett",4
"814",814,"Junior Achievement imber Lakes Elementary School ",6
"815",815,"(OCF) Staff Member Open Computing Facility he OCF provides free services to students, faculty, and staff, including printing, web hosting, and UNIX shell and email†accounts. As a staff member, I provide on",33
"816",816,"Research Assistant Research Project ",4
"817",817,"Resident Developer Coding Dojo Coding Dojo, Inc. ",7
"818",818,"Intern he Software Revolution, Inc ",5
"819",819,"Wasatch Snake Removal Wasatch Snake Removal I am on their",10
"821",821,"senior Java Developer Guide One Insurance ",6
"822",822,"INERN CLIEN SSD PRODUC ENGINEER Micron echnology Inc  Projects: Workload",10
"823",823,"senior Web logic Administrator DSW Inc ",6
"824",824,"Acceleration Performance and Driveability Development, 2",6
"825",825,"Java Lead Developer / Associate Manager Accenture Services Pvt Ltd ",9
"826",826,"Web Scraper developer in PHP and Python UpWork Responsibilities†I",10
"827",827,"General Atomics Software Intern Exposed to Python 2014) 40 Hrs",10
"828",828,"Lead QA Engineer Visa ",4
"829",829,"Graduate Research Assistant Prairie View A&M University ",8
"830",830,"Systems Analyst Aon Hewitt ",4
"831",831,"Data Scientist Arkansas Dept. of Education ",6
"832",832,"Java consultant NYimes ",3
"833",833,"Java / Android Developer self ",4
"834",834,"Python Developer WAL DISNEY WORLD ",5
"835",835,"Independent Consultant enEducation, RightCloudz ",4
"836",836,"Java Developer Motion Welder ",4
"837",837,"Python Developer National Foreign Language Center ",6
"838",838,"Java J2EE developer/Full Stack Citibank Lost Stolen Card Replacement",10
"839",839,"Java Developer Rushcard ",3
"840",840,"senior Java/J2EE Consultant State Of X RRC ",8
"841",841,"Java Developer AS Equity Plan Solutions ",6
"842",842,"senior Java/J2EE Developer Northern Natural Gas ",7
"843",843,"Developer, Bureau of Business and Economic Research, UNM Python Performed",10
"844",844,"Python/Django developer ",3
"845",845,"senior Java Developer CIGNA ",4
"846",846,"Java eam lead Broadview Networks Holdings Description: Working on multiple",10
"847",847,"DevOps Engineer UBS ",3
"848",848,"Java & UI Developer Events Management ",5
"849",849,"Senior Python Developer A& ",4
"850",850,"Sr Java/J2EE Developer Jacobs Engineering ",6
"851",851,"Java/J2EE Developer Health Port ",5
"852",852,"Sr Java Developer Hartford Insurance ",5
"853",853,"Sr Java Developer Interactive communications ",5
"854",854,"senior Java/J2EE Developer Citi Bank ",6
"855",855,"senior Java Developer American Express ",5
"856",856,"Java Developer Department of Health Project Description: Worked on Obama",10
"857",857,"Software Systems Consultant, India IC INFOECH Formulated the Python code",10
"858",858,"Senior Java/J2EE Developer Cisco Systems ",6
"859",859,"Sr Java Developer Hartford Insurance ",5
"860",860,"DB2, RAD/CORE JAVA, JSP, JDBC, Struts, WCS7.0, Accurev",10
"861",861,"senior Web Developer Marys Enterprise LLC graphic which chooses a",10
"862",862,"Program Manager and Data Architect, Integration Services Pandera Systems ",9
"863",863,"Linux Administrator Modern Engineering ",4
"864",864,"Python Developer Baker Hughes ELP (Electronic Life Prediction):†ELP is",10
"865",865,"senior Weblogic Administrator Wells Fargo Bank ",6
"866",866,"OLX (INERN) Python, R Worked at OLX in the Business",10
"867",867,"Sr Java Developer Edward Jones ",5
"868",868,"Python Django Intern CH4 Corporation ",5
"869",869,"echnical Lead/Senior Java J2EE Developer Broadcast Music Inc BMI",10
"870",870,"Senior Java Developer State of North Dakota ",7
"871",871,"Java/J2EE Developer Java Developer JPMorgan Chase ",7
"872",872,"Senior Java developer JP Morgan Chase ",6
"873",873,"Software Development Manager Amazon Lab126, Inc, Emerging echnologies Business Unit",10
"874",874,"senior Java/J2EE Developer ",4
"875",875,"Senior PHP Developer Anderson Merchandisers ",5
"876",876,"Senior Java Developer Division of Developmental Disabilities, NJ iRecord is",10
"878",878,"C++ Developer / Consultant Bloomberg ",4
"879",879,"Software developer & Networking Engineer Intern NASA  Wrote Perl/Python scripts",10
"880",880,"senior Java Developer Liberty Mutual ",5
"881",881,"Java Developer SAE OF MICHIGAN ",5
"882",882,"Senior Java / J2EE Developer Aetna Inc ",6
"883",883,"Java/J2EE Developer Client Market Research Support System ",8
"884",884,"Acedemic Project South Dakota State University ",6
"885",885,"Java Developer Morgan Stanley ",4
"886",886,"Developer HP Moonshot Server Enablement and Solutions Development ",8
"887",887,"Java Developer Sprint ele Communications NMS is a system of",10
"888",888,"Course Assistant Worcester, MA Currently working as a Course Assistant",10
"889",889,"Professional Work Experience Quinnox Consultancy Services Ltd. (India) ",8
"890",890,"Java/J2EE Developer State Farm ",5
"891",891,"Graduate Research Assistant National Weather Center ",6
"892",892,"Python Developer AA CONSULANCY SERVICES ",5
"893",893,"Microsoft Certified echnology Specialist Chat APP 2016). Creating a Client",10
"894",894,"2nd Level Assurance Engineer Ericsson India Global Services ",8
"895",895,"Volunteer Research Assistant Institute of Insight, Georgia State University ",9
"896",896,"Web Developer/Programmer at Kno.e.sis Center Wright State",10
"897",897,"Hadoop Data Engineer Directv DirecV provides television and audio services",10
"898",898,"Data Scientist Agero, Inc. ",4
"899",899,"Software Intern Jonathan Bui ",4
"900",900,"Python raining Waynsys Inc. ",4
"901",901,"senior Python Developer Cigna Health ",5
"902",902,"senior Java / J2EE Developer Sirius XM Radio ",7
"903",903,"Web Developer he Walt Disney Company ",6
"904",904,"Science Associate and Web Designer ech",6
"905",905,"Integration Architect/Software Engineer ICD echnology ICD technology built and",10
"906",906,"Freelance Self Employed ",3
"907",907,"Lab Assistant for CS61A Python ",5
"908",908,"Student Movie railer Website ",4
"909",909,"Research Intern SRI International ",4
"910",910,"Open Source Governance Intern, Global echnology Legal Compliance SAP Labs",10
"911",911,"UCLA, Department of Economics, under Professor Randall R.Rojas Undergraduate",10
"912",912,"Design Validation Engineer GainSpan(Io) ",5
"913",913,"Research Internship National Institute of echnology ",6
"914",914,"Software Developer Internship Influenster ",4
"915",915,"Analytics Experience Analyst ANALYICS EXPERIENCE† Masterôs hesis ì Freight demand",10
"916",916,"Data Scientist Intern Alibaba Group ",5
"917",917,"Python Developer/ Build Release Engineer/Dev Ops Adecco echnical Development",10
"918",918,"Python Undergraduate Instructor Intro ",4
"919",919,"Volunteer Disabled Resources Center, Inc ",5
"920",920,"Senior Analyst/Programmer Obsidian Capital/ Freelance ",6
"921",921,"Java Software Engineer Stanfield Systems ",5
"922",922,"Independent Consultant (Own Company) ",4
"923",923,"Full Stack Python Development Intern Denver Boulder Couriers ",8
"924",924,"Senior Java Developer GUARDIAN ",4
"925",925,"Engineer est echnician KellyOCG/Intel ",5
"927",927,"EO/IR and SAR Image Analyst FLS ",7
"928",928,"Software Developer Alta Lang ",4
"929",929,"Electrical Engineering Intern UW",4
"930",930,"Senior Software Engineer/eam Lead Honeywell, Inc ",7
"931",931,"Full Stack Java/J2EE Developer HP ",6
"932",932,"senior Java Developer Deutsche Bank ",5
"933",933,"Software Associate Honeywell ",3
"934",934,"esting Soft Engineer Motorola Mobility 2 years' experience)†Carrier Branded",10
"935",935,"Software Engineer II Global Analytics Pvt Ltd Develop high performance",10
"936",936,"Visiting Researcher CL Research America, Inc ",6
"937",937,"Digital Analyst Reingold, Inc. ",4
"938",938,"Internship QiLu Security ",3
"939",939,"Senior Application Engineer Chevron  Qt based Visual Studio C++ Software",10
"940",940,"web developer Glogou Inc.. ",4
"941",941,"Graduate Assistant",2
"942",942,"Research Assistant EVELOP/RESEARCH FOR ROBO MANIPULAOR SYNHESIS Responsibilities†Optimize",10
"943",943,"Electrical / Computer Intern & Co",4
"944",944,"Data Analyst Intern Integra Finance & Economic Consulting LLC ",8
"945",945,"EL developer Cavalier I EL Developer, CavalierIì 11/2014 ì 12",10
"946",946,"Research Assistant University of North Carolina at Charlotte ",8
"947",947,"Quantitative Research Intern Fitzroy Capital Management ",6
"948",948,"Mobile Data Researcher and rainer Gosvea Inc. ",7
"949",949,"Analytics and Data Science Consultant Dropbox ",6
"950",950,"SAGIAIRE DEVELOPPEMEN PYHON LifeSech ",4
"951",951,"senior Java/UI Developer Insight Enterprises ",6
"952",952,"Software Engineer REVOLVEclothing ",3
"953",953,"Senior Java Consultant ECompany Store  Smart GE project provides access",10
"954",954,"QA Analyst Wells Fargo Communication Center on CEO Portal: Communication",10
"955",955,"Graduate Research Assistant Scheller College of Business  Conducted doctoral research",10
"956",956,"Cashier International Market ",3
"957",957,"Java/J2EE Developer EDMC ",4
"958",958,"Center for Decision echnologies ì Research Assistant Stevens Institute of echnology",10
"959",959,"Data Analytic Internship Glogou Inc. RESPONSIBILIIES††Conduct web crawling from",10
"960",960,"Graduate Researcher Rice University ",4
"961",961,"Java Developer Federal Reserve Bank Cash rack††Description:CASH RACK",10
"963",963,"Java Developer PierianDx ",3
"964",964,"College Assistant utor New York City College of echnology CUNY",10
