"","X","name","type","document_id"
"4718",4718,"linux scripting","OTHER",212
"4719",4719,"macros","OTHER",212
"4720",4720,"package naming conventions","OTHER",212
"4721",4721,"platforms java 5","OTHER",212
"4722",4722,"producer code","OTHER",212
"4723",4723,"python 2.7","OTHER",212
"4724",4724,"python modules","OTHER",212
"4725",4725,"python routines","OTHER",212
"4726",4726,"repackaging applications","OTHER",212
"4727",4727,"requests","OTHER",212
"4728",4728,"settlement","OTHER",212
"4729",4729,"siebel crm","OTHER",212
"4730",4730,"staff augmentation role","OTHER",212
"4731",4731,"urllib","OTHER",212
"4732",4732,"web crawling","OTHER",212
"4733",4733,"web service logging mechanisms","OTHER",212
"4734",4734,"ws-security","OTHER",212
"4735",4735,"ca moko","OTHER",213
"4736",4736,"conflicts € rack","OTHER",213
"4737",4737,"cycle","OTHER",213
"4738",4738,"depth testing","OTHER",213
"4739",4739,"develop est plan","OTHER",213
"4740",4740,"drive resolution","OTHER",213
"4741",4741,"emergency changes","OTHER",213
"4742",4742,"go/no-go","OTHER",213
"4743",4743,"hard disk","CONSUMER_GOOD",213
"4744",4744,"inception","OTHER",213
"4745",4745,"infiniband","OTHER",213
"4746",4746,"kpis","OTHER",213
"4747",4747,"moko","OTHER",213
"4748",4748,"networking devices","CONSUMER_GOOD",213
"4749",4749,"ops eam","OTHER",213
"4750",4750,"oracle proprietary","OTHER",213
"4751",4751,"oses","OTHER",213
"4752",4752,"ownership","OTHER",213
"4753",4753,"packaging issues","OTHER",213
"4754",4754,"pcie","OTHER",213
"4755",4755,"pcie cards","OTHER",213
"4756",4756,"point of contact","OTHER",213
"4757",4757,"pre","OTHER",213
"4758",4758,"product lifecycle","OTHER",213
"4759",4759,"production release planning process","OTHER",213
"4760",4760,"project management","OTHER",213
"4761",4761,"project methodologies","OTHER",213
"4762",4762,"project modules","OTHER",213
"4763",4763,"project plan","OTHER",213
"4764",4764,"pylom integration","OTHER",213
"4765",4765,"qa platform lead","OTHER",213
"4766",4766,"racks","OTHER",213
"4767",4767,"release scheduling","OTHER",213
"4768",4768,"release strategies","OTHER",213
"4769",4769,"respect","OTHER",213
"4770",4770,"risks","OTHER",213
"4771",4771,"sca lab","OTHER",213
"4772",4772,"software matching requirements","OTHER",213
"4773",4773,"software releases","OTHER",213
"4774",4774,"sprint plannings","OTHER",213
"4775",4775,"sprint progress","OTHER",213
"4776",4776,"sqe x86","OTHER",213
"4777",4777,"sun server x5-4","OTHER",213
"4778",4778,"swie","OTHER",213
"4779",4779,"sysem level","OTHER",213
"4780",4780,"system level test cases","OTHER",213
"4781",4781,"test cycle","OTHER",213
"4782",4782,"test server","OTHER",213
"4783",4783,"test suite","OTHER",213
"4784",4784,"track","OTHER",213
"4785",4785,"user acceptance","OTHER",213
"4786",4786,"waterfall","OTHER",213
"4787",4787,"x4-4","CONSUMER_GOOD",213
"4788",4788,"x4-8","CONSUMER_GOOD",213
"4789",4789,"x5-4","CONSUMER_GOOD",213
"4790",4790,"x5-8","CONSUMER_GOOD",213
"4791",4791,"x86 servers","OTHER",213
"4792",4792,"advantages","OTHER",214
"4793",4793,"angularjs","OTHER",214
"4794",4794,"application defects","OTHER",214
"4795",4795,"asp.net mvc","CONSUMER_GOOD",214
"4796",4796,"auditing","OTHER",214
"4797",4797,"business requirement document","OTHER",214
"4798",4798,"database values","OTHER",214
"4799",4799,"internet explorer","OTHER",214
"4800",4800,"invitation","OTHER",214
"4801",4801,"isolates","OTHER",214
"4802",4802,"reference","OTHER",214
"4803",4803,"responsive","OTHER",214
"4804",4804,"safari","OTHER",214
"4805",4805,"schedules","OTHER",214
"4806",4806,"software ester","OTHER",214
"4807",4807,"software test plan","OTHER",214
"4808",4808,"united i","CONSUMER_GOOD",214
"4809",4809,"wedding invitation","OTHER",214
"4810",4810,"wedding website","OTHER",214
"4811",4811,"wedyoda","OTHER",214
"4812",4812,"admin tool","OTHER",215
"4813",4813,"application business logic","OTHER",215
"4814",4814,"backend testing","OTHER",215
"4815",4815,"brands","OTHER",215
"4816",4816,"bug reports","OTHER",215
"4817",4817,"business requirements specification","OTHER",215
"4818",4818,"coding testing","OTHER",215
"4819",4819,"communication channels","OTHER",215
"4820",4820,"dataflow","OTHER",215
"4821",4821,"disability","OTHER",215
"4822",4822,"edi testing","OTHER",215
"4823",4823,"enrollment testing","OTHER",215
"4824",4824,"entities","OTHER",215
"4825",4825,"est case coverage reports","OTHER",215
"4826",4826,"est harness","OTHER",215
"4827",4827,"est suites","OTHER",215
"4828",4828,"hml ids and x path","OTHER",215
"4829",4829,"icd","OTHER",215
"4830",4830,"internet portals","OTHER",215
"4831",4831,"mediation","OTHER",215
"4832",4832,"medicaid","OTHER",215
"4833",4833,"methodology","OTHER",215
"4834",4834,"mis reporting","OTHER",215
"4835",4835,"modification","OTHER",215
"4836",4836,"npi","OTHER",215
"4837",4837,"opening defects","OTHER",215
"4838",4838,"plan","OTHER",215
"4839",4839,"planned","OTHER",215
"4840",4840,"processing system","OTHER",215
"4841",4841,"project work streams","OTHER",215
"4842",4842,"purge","OTHER",215
"4843",4843,"raceability","OTHER",215
"4844",4844,"regression test cases","OTHER",215
"4845",4845,"regression testing","OTHER",215
"4846",4846,"reps","OTHER",215
"4847",4847,"requirements specification documents","OTHER",215
"4848",4848,"resource planning","OTHER",215
"4849",4849,"rfps","OTHER",215
"4850",4850,"selenium test scripts","OTHER",215
"4851",4851,"selenium web driver","OTHER",215
"4852",4852,"seniorqa","OTHER",215
"4853",4853,"service oriented architecture","OTHER",215
"4854",4854,"sharing","OTHER",215
"4855",4855,"sql queries","OTHER",215
"4856",4856,"subsystems","OTHER",215
"4857",4857,"system development life cycle","OTHER",215
"4858",4858,"test sets","OTHER",215
"4859",4859,"testing activities","OTHER",215
"4860",4860,"transaction sets","OTHER",215
"4861",4861,"unix servers","OTHER",215
"4862",4862,"user acceptance esting","OTHER",215
"4863",4863,"vision","OTHER",215
"4864",4864,"web driver","OTHER",215
"4865",4865,"web driver automation framework","OTHER",215
"4866",4866,"webdriver,.net","OTHER",215
"4867",4867,"xml spy","CONSUMER_GOOD",215
"4868",4868,"developer anisha systems inc","CONSUMER_GOOD",216
"4869",4869,"hybris","OTHER",216
"4870",4870,"hybris - spring resful","OTHER",216
"4871",4871,"jsp java","OTHER",216
"4872",4872,"sr java","OTHER",216
"4873",4873,"activevos designer","OTHER",217
"4874",4874,"activevos workflow application","OTHER",217
"4875",4875,"api development activities","OTHER",217
"4876",4876,"assets","OTHER",217
"4877",4877,"bpel workflow","OTHER",217
"4878",4878,"business applications","OTHER",217
"4879",4879,"code move","OTHER",217
"4880",4880,"databas","OTHER",217
"4881",4881,"defect testing","OTHER",217
"4882",4882,"delivery experiences","OTHER",217
"4883",4883,"ear files","OTHER",217
"4884",4884,"echnology solution","OTHER",217
"4885",4885,"echnology solution reuse","OTHER",217
"4886",4886,"jar","OTHER",217
"4887",4887,"jax ws","OTHER",217
"4888",4888,"jsf portlet","OTHER",217
"4889",4889,"jsr 286","OTHER",217
"4890",4890,"logging api","OTHER",217
"4891",4891,"platform components","OTHER",217
"4892",4892,"portal applications","OTHER",217
"4893",4893,"portal development environment","OTHER",217
"4894",4894,"rad 8.5","OTHER",217
"4895",4895,"rally","OTHER",217
"4896",4896,"soap services","OTHER",217
"4897",4897,"software configuration management","OTHER",217
"4898",4898,"software delivery platform","OTHER",217
"4899",4899,"technology delivery","OTHER",217
"4900",4900,"tool access","OTHER",217
"4901",4901,"websphere portal server","OTHER",217
"4902",4902,"xquery","OTHER",217
"4903",4903,"4g le","OTHER",218
"4904",4904,"analyzed functional requirement specification","OTHER",218
"4905",4905,"android os","CONSUMER_GOOD",218
"4906",4906,"android smartphone","CONSUMER_GOOD",218
"4907",4907,"b logs","OTHER",218
"4908",4908,"bluetooth","OTHER",218
"4909",4909,"bluetooth mobile automation","OTHER",218
"4910",4910,"defect analysis","OTHER",218
"4911",4911,"defects","OTHER",218
"4912",4912,"discrepancies","OTHER",218
"4913",4913,"est coverage and defect summary","OTHER",218
"4914",4914,"est status reports","OTHER",218
"4915",4915,"le device testing","OTHER",218
"4916",4916,"mobile application testing","OTHER",218
"4917",4917,"mobile software test","OTHER",218
"4918",4918,"moorola mobiliy","OTHER",218
"4919",4919,"pass","OTHER",218
"4920",4920,"product management eam","OTHER",218
"4921",4921,"product release","OTHER",218
"4922",4922,"project deliverable","OTHER",218
"4923",4923,"sanity testing","OTHER",218
"4924",4924,"sniffer","OTHER",218
"4925",4925,"software build","OTHER",218
"4926",4926,"boxes","OTHER",219
"4927",4927,"est ii","OTHER",219
"4928",4928,"media analytics plugin","OTHER",219
"4929",4929,"media analytics plugin testing","OTHER",219
"4930",4930,"mongo db","OTHER",219
"4931",4931,"portal testing","OTHER",219
"4932",4932,"video player","OTHER",219
"4933",4933,"automation activity","OTHER",220
"4934",4934,"baseline results","OTHER",220
"4935",4935,"database connection","OTHER",220
"4936",4936,"drilling environment","OTHER",220
"4937",4937,"drilling tools","OTHER",220
"4938",4938,"electronic life prediction","OTHER",220
"4939",4939,"environment variables","OTHER",220
"4940",4940,"failure data","OTHER",220
"4941",4941,"interaction","OTHER",220
"4942",4942,"java code","OTHER",220
"4943",4943,"laboratory experiments","OTHER",220
"4944",4944,"life","OTHER",220
"4945",4945,"life estimation software","CONSUMER_GOOD",220
"4946",4946,"life prediction","OTHER",220
"4947",4947,"life prediction","OTHER",220
"4948",4948,"maintenance periods","OTHER",220
"4949",4949,"model selection technique","OTHER",220
"4950",4950,"precursors","OTHER",220
"4951",4951,"stress","OTHER",220
"4952",4952,"survival probability","OTHER",220
"4953",4953,"utilization","OTHER",220
"4954",4954,"variation","OTHER",220
"4955",4955,"agile development methodology","OTHER",221
"4956",4956,"bean dependencies","OTHER",221
"4957",4957,"client-side validations","OTHER",221
"4958",4958,"cvs health","OTHER",221
"4959",4959,"dao pattern","OTHER",221
"4960",4960,"drug dispensing","OTHER",221
"4961",4961,"frame work aop features","OTHER",221
"4962",4962,"hibernate framework","OTHER",221
"4963",4963,"j2ee 1.4","CONSUMER_GOOD",221
"4964",4964,"logging module","OTHER",221
"4965",4965,"mail order","OTHER",221
"4966",4966,"manner.","OTHER",221
"4967",4967,"mappings","OTHER",221
"4968",4968,"pharmacy benefit management","OTHER",221
"4969",4969,"pharmacy chain","OTHER",221
"4970",4970,"pharmacy services","OTHER",221
"4971",4971,"prescription","OTHER",221
"4972",4972,"prescription filling","OTHER",221
"4973",4973,"rad 8.0","OTHER",221
"4974",4974,"rxconnect","OTHER",221
"4975",4975,"screen navigation","OTHER",221
"4976",4976,"session factory","OTHER",221
"4977",4977,"software system","OTHER",221
"4978",4978,"specialty pharmacy division","OTHER",221
"4979",4979,"staruml","CONSUMER_GOOD",221
"4980",4980,"trace application","OTHER",221
"4981",4981,"account control home system","OTHER",222
"4982",4982,"acknowledgement","OTHER",222
"4983",4983,"charges.","OTHER",222
"4984",4984,"confirmation number","OTHER",222
"4985",4985,"customer info","OTHER",222
"4986",4986,"designing","OTHER",222
"4987",4987,"document transformation applications","OTHER",222
"4988",4988,"email-id","OTHER",222
"4989",4989,"handset","CONSUMER_GOOD",222
"4990",4990,"ibm db2","CONSUMER_GOOD",222
"4991",4991,"ibm db2 database","OTHER",222
"4992",4992,"java objects","OTHER",222
"4993",4993,"lib","OTHER",222
"4994",4994,"multithreading","OTHER",222
"4995",4995,"parsing methodology","OTHER",222
"4996",4996,"pf","OTHER",222
"4997",4997,"policy fulfillment","OTHER",222
"4998",4998,"richfaces","CONSUMER_GOOD",222
"4999",4999,"server-side services","OTHER",222
"5000",5000,"sms server","OTHER",222
"5001",5001,"sphere7 application server","OTHER",222
"5002",5002,"spring ool suite 3.1.0 ide","OTHER",222
"5003",5003,"ss 3.1.0","CONSUMER_GOOD",222
"5004",5004,"subclipse","OTHER",222
"5005",5005,"ui layer","OTHER",222
"5006",5006,"usage.","OTHER",222
"5007",5007,"w3c custom elements","OTHER",222
"5008",5008,"web components","CONSUMER_GOOD",222
"5009",5009,"web sphere 7","CONSUMER_GOOD",222
"5010",5010,"x.x code","OTHER",222
"5011",5011,"consortium-iv","OTHER",223
"5012",5012,"d3.js","OTHER",223
"5013",5013,"helper consortium-iv","OTHER",223
"5014",5014,"java classes","OTHER",223
"5015",5015,"market basket data","OTHER",223
"5016",5016,"offers","OTHER",223
"5017",5017,"state project","OTHER",223
"5018",5018,"transaction customer behavior","OTHER",223
"5019",5019,"web service testing","OTHER",223
"5020",5020,"cdh3","OTHER",224
"5021",5021,"cdh4","OTHER",224
"5022",5022,"co-ordination services","OTHER",224
"5023",5023,"data formats","OTHER",224
"5024",5024,"data processing","OTHER",224
"5025",5025,"data solutions","OTHER",224
"5026",5026,"data streams","OTHER",224
"5027",5027,"flume","OTHER",224
"5028",5028,"hands","OTHER",224
"5029",5029,"hbase","CONSUMER_GOOD",224
"5030",5030,"high availability cluster","OTHER",224
"5031",5031,"hive","OTHER",224
"5032",5032,"hive","OTHER",224
"5033",5033,"ignite","OTHER",224
"5034",5034,"importing","OTHER",224
"5035",5035,"kafka","OTHER",224
"5036",5036,"oozie","OTHER",224
"5037",5037,"pig scripts","OTHER",224
"5038",5038,"pii","OTHER",224
"5039",5039,"portfolios","OTHER",224
"5040",5040,"social media data","OTHER",224
"5041",5041,"spark","OTHER",224
"5042",5042,"sql scripting","OTHER",224
"5043",5043,"sqoop","OTHER",224
"5044",5044,"transformations","OTHER",224
"5045",5045,"user behavior","OTHER",224
"5046",5046,"workflow engine","OTHER",224
"5047",5047,"broker recognition","OTHER",225
"5048",5048,"client requests","OTHER",225
"5049",5049,"code optimization","OTHER",225
"5050",5050,"database operations","OTHER",225
"5051",5051,"day2","OTHER",225
"5052",5052,"exception handling mechanism","OTHER",225
"5053",5053,"frontend","OTHER",225
"5054",5054,"interface testing","OTHER",225
"5055",5055,"j2ee patterns","OTHER",225
"5056",5056,"javascript 1.8","OTHER",225
"5057",5057,"jersey apis","CONSUMER_GOOD",225
"5058",5058,"level design documents","OTHER",225
"5059",5059,"performance optimization concepts","OTHER",225
"5060",5060,"presentation layer","OTHER",225
"5061",5061,"resful apis","OTHER",225
"5062",5062,"responsibilities implementation","OTHER",225
"5063",5063,"rmd","OTHER",225
"5064",5064,"seniorjava","OTHER",225
"5065",5065,"server side processing","OTHER",225
"5066",5066,"spring-ioc","OTHER",225
"5067",5067,"staging","OTHER",225
"5068",5068,"voc","OTHER",225
"5069",5069,"web sphere","CONSUMER_GOOD",225
"5070",5070,"workflow tool","OTHER",225
"5071",5071,"wsdl 2.0","CONSUMER_GOOD",225
"5072",5072,"dashboard effect","OTHER",226
"5073",5073,"email trafficking","OTHER",226
"5074",5074,"invoicing orders","OTHER",226
"5075",5075,"macros","OTHER",226
"5076",5076,"process improvement","OTHER",226
"5077",5077,"produce","OTHER",226
"5078",5078,"sales orders","OTHER",226
"5079",5079,"strain","OTHER",226
"5080",5080,"streamline processes","OTHER",226
"5081",5081,"supply","OTHER",226
"5082",5082,"follow ups","OTHER",227
"5083",5083,"graph","OTHER",227
"5084",5084,"incident process","OTHER",227
"5085",5085,"knowledge ransfer","OTHER",227
"5086",5086,"project business","OTHER",227
"5087",5087,"remedy icketing","OTHER",227
"5088",5088,"role reports","OTHER",227
"5089",5089,"sap r/3","CONSUMER_GOOD",227
"5090",5090,"sas base","OTHER",227
"5091",5091,"sas enterprise miner","CONSUMER_GOOD",227
"5092",5092,"sas macro","OTHER",227
"5093",5093,"sas sa","OTHER",227
"5094",5094,"systems skills","OTHER",227
"5095",5095,"weka","CONSUMER_GOOD",227
"5096",5096,"calculus","OTHER",228
"5097",5097,"computer","CONSUMER_GOOD",228
"5098",5098,"math","OTHER",228
"5099",5099,"power point","OTHER",228
"5100",5100,"programming computer languages","OTHER",228
"5101",5101,"trigonometry","OTHER",228
"5102",5102,"word","OTHER",228
"5103",5103,"appointments","OTHER",229
"5104",5104,"beginning","OTHER",229
"5105",5105,"biggest","OTHER",229
"5106",5106,"billing","OTHER",229
"5107",5107,"bit","OTHER",229
"5108",5108,"business model","OTHER",229
"5109",5109,"challenge","OTHER",229
"5110",5110,"company process","OTHER",229
"5111",5111,"costs","OTHER",229
"5112",5112,"counter medications","CONSUMER_GOOD",229
"5113",5113,"customer services","OTHER",229
"5114",5114,"customer services","OTHER",229
"5115",5115,"department heads","OTHER",229
"5116",5116,"departments heads","OTHER",229
"5117",5117,"erp system odoo","CONSUMER_GOOD",229
"5118",5118,"everything","OTHER",229
"5119",5119,"excel","OTHER",229
"5120",5120,"heads","OTHER",229
"5121",5121,"health insurances","OTHER",229
"5122",5122,"hr module","OTHER",229
"5123",5123,"human resources","OTHER",229
"5124",5124,"kind","OTHER",229
"5125",5125,"lens delivery","OTHER",229
"5126",5126,"mail","OTHER",229
"5127",5127,"medications","CONSUMER_GOOD",229
"5128",5128,"module","CONSUMER_GOOD",229
"5129",5129,"modules","OTHER",229
"5130",5130,"modules accounting","OTHER",229
"5131",5131,"net","OTHER",229
"5132",5132,"odoo","OTHER",229
"5133",5133,"open-object","OTHER",229
"5134",5134,"open source software","CONSUMER_GOOD",229
"5135",5135,"opinion","OTHER",229
"5136",5136,"optometry services","OTHER",229
"5137",5137,"paper","OTHER",229
"5138",5138,"printers","OTHER",229
"5139",5139,"process step","OTHER",229
"5140",5140,"programming language","OTHER",229
"5141",5141,"referral appointments","OTHER",229
"5142",5142,"referral appointments","OTHER",229
"5143",5143,"regard","OTHER",229
"5144",5144,"rights","OTHER",229
"5145",5145,"scanners","CONSUMER_GOOD",229
"5146",5146,"schedule calls","OTHER",229
"5147",5147,"sheet","OTHER",229
"5148",5148,"social services","OTHER",229
"5149",5149,"statuses","OTHER",229
"5150",5150,"stuff","OTHER",229
"5151",5151,"time-sheets","OTHER",229
"5152",5152,"transportation","OTHER",229
"5153",5153,"vehicle fleet","OTHER",229
"5154",5154,"view layer","OTHER",229
"5155",5155,"work permit","OTHER",229
"5156",5156,"calendar application","OTHER",230
"5157",5157,"computer solutions","OTHER",230
"5158",5158,"data analysis","OTHER",230
"5159",5159,"data entry","OTHER",230
"5160",5160,"encrypting","OTHER",230
"5161",5161,"gate simulator","CONSUMER_GOOD",230
"5162",5162,"i/o","OTHER",230
"5163",5163,"iphone application hotspots","OTHER",230
"5164",5164,"œdictionaries","OTHER",230
"5165",5165,"ruby","OTHER",230
"5166",5166,"seniorndom","OTHER",230
"5167",5167,"shapes","OTHER",230
"5168",5168,"size containers","OTHER",230
"5169",5169,"average","OTHER",231
"5170",5170,"correspondence","OTHER",231
"5171",5171,"data computation","OTHER",231
"5172",5172,"merchandizing","CONSUMER_GOOD",231
"5173",5173,"office suite","OTHER",231
"5174",5174,"programing fluency","OTHER",231
"5175",5175,"sales associate","OTHER",231
"5176",5176,"work analysis","OTHER",231
"5177",5177,"experiments","OTHER",232
"5178",5178,"japanese high energy physics","OTHER",232
"5179",5179,"linear collider","OTHER",232
"5180",5180,"python programming gui","OTHER",232
"5181",5181,"track reconstruction program","OTHER",232
"5182",5182,"usa high energy physics","OTHER",232
"5183",5183,"abuse","OTHER",233
"5184",5184,"admission","OTHER",233
"5185",5185,"appropriateness","OTHER",233
"5186",5186,"bed transfer","OTHER",233
"5187",5187,"bronx psychiatric center reatment eam leader - sl","CONSUMER_GOOD",233
"5188",5188,"census management","OTHER",233
"5189",5189,"competency","OTHER",233
"5190",5190,"continuity","OTHER",233
"5191",5191,"dept","OTHER",233
"5192",5192,"discharge","OTHER",233
"5193",5193,"discharges","OTHER",233
"5194",5194,"initiate","OTHER",233
"5195",5195,"neglect","OTHER",233
"5196",5196,"omh","OTHER",233
"5197",5197,"programming design","OTHER",233
"5198",5198,"quality treatment","OTHER",233
"5199",5199,"safety","OTHER",233
"5200",5200,"spanish language","OTHER",233
"5201",5201,"staff development","OTHER",233
"5202",5202,"treatment","OTHER",233
"5203",5203,"treatment programming unit schedules","OTHER",233
"5204",5204,"bundles","OTHER",234
"5205",5205,"decision support systems","OTHER",234
"5206",5206,"hapi","OTHER",234
"5207",5207,"hl7v2","OTHER",234
"5208",5208,"legos","OTHER",234
"5209",5209,"mirth","OTHER",234
"5210",5210,"r&d projects","OTHER",234
"5211",5211,"smartforms","OTHER",234
"5212",5212,"soap apis","CONSUMER_GOOD",234
"5213",5213,"i/o checker","OTHER",235
"5214",5214,"micro € engineering intern","OTHER",235
"5215",5215,"perforce","CONSUMER_GOOD",235
"5216",5216,"stress tests","OTHER",235
"5217",5217,"validation intern","OTHER",235
"5218",5218,"version managment","OTHER",235
"5219",5219,"custom code","OTHER",236
"5220",5220,"deployment strategy","OTHER",236
"5221",5221,"i environment","OTHER",236
"5222",5222,"intranet","OTHER",236
"5223",5223,"leadership","OTHER",236
"5224",5224,"wordpress","OTHER",236
"5225",5225,"aim - equities","OTHER",237
"5226",5226,"asset classes","OTHER",237
"5227",5227,"automation test scripts","OTHER",237
"5228",5228,"ba","OTHER",237
"5229",5229,"bloomberg api multi strategy","OTHER",237
"5230",5230,"bug resolution","OTHER",237
"5231",5231,"case suites for algorithmic rading systems","OTHER",237
"5232",5232,"compliance","OTHER",237
"5233",5233,"design specs","OTHER",237
"5234",5234,"dev lead incapture","OTHER",237
"5235",5235,"echnical","OTHER",237
"5236",5236,"emsx","OTHER",237
"5237",5237,"equities","OTHER",237
"5238",5238,"equitys rading platforms","CONSUMER_GOOD",237
"5239",5239,"est scenarios","OTHER",237
"5240",5240,"fixed income","OTHER",237
"5241",5241,"fon","OTHER",237
"5242",5242,"hedge fund","OTHER",237
"5243",5243,"incapture api","OTHER",237
"5244",5244,"messaging trading platform","OTHER",237
"5245",5245,"options","OTHER",237
"5246",5246,"partnership","OTHER",237
"5247",5247,"portfolio analytics","OTHER",237
"5248",5248,"product, compliance and research","OTHER",237
"5249",5249,"qa checks","OTHER",237
"5250",5250,"risk management","OTHER",237
"5251",5251,"risk models","OTHER",237
"5252",5252,"root cause analysis","OTHER",237
"5253",5253,"roubleshooting","OTHER",237
"5254",5254,"scratch","OTHER",237
"5255",5255,"securitys","OTHER",237
"5256",5256,"sox","OTHER",237
"5257",5257,"test environments debug","CONSUMER_GOOD",237
"5258",5258,"trading platform","OTHER",237
"5259",5259,"trading platforms","OTHER",237
"5260",5260,"trading process","OTHER",237
"5261",5261,"backend j2ee","OTHER",238
"5262",5262,"business logics","OTHER",238
"5263",5263,"developer uncv","OTHER",238
"5264",5264,"enriching","OTHER",238
"5265",5265,"j2ee 6","CONSUMER_GOOD",238
"5266",5266,"java 5.0","OTHER",238
"5267",5267,"json response form","OTHER",238
"5268",5268,"jsp 2.0","OTHER",238
"5269",5269,"look","OTHER",238
"5270",5270,"media","OTHER",238
"5271",5271,"multitude","OTHER",238
"5272",5272,"persistence tier","OTHER",238
"5273",5273,"streaming content","OTHER",238
"5274",5274,"style sheets","CONSUMER_GOOD",238
"5275",5275,"television","OTHER",238
"5276",5276,"unc-v","OTHER",238
"5277",5277,"usedjquery","OTHER",238
"5278",5278,"user interface validations","OTHER",238
"5279",5279,"user interfaces","OTHER",238
"5280",5280,"11gdatabase","OTHER",239
"5281",5281,"apache cxf","CONSUMER_GOOD",239
"5282",5282,"broker network","OTHER",239
"5283",5283,"broker portal","OTHER",239
"5284",5284,"browser side debugging","OTHER",239
"5285",5285,"build creation","OTHER",239
"5286",5286,"case documents","OTHER",239
"5287",5287,"client side validations","OTHER",239
"5288",5288,"confidence","OTHER",239
"5289",5289,"data base","OTHER",239
"5290",5290,"database objects","OTHER",239
"5291",5291,"design specification reviews","OTHER",239
"5292",5292,"firebug","OTHER",239
"5293",5293,"gathering business requirement","OTHER",239
"5294",5294,"gi repository","OTHER",239
"5295",5295,"interfaced","OTHER",239
"5296",5296,"mybatis","OTHER",239
"5297",5297,"omca","OTHER",239
"5298",5298,"point-of-sale","OTHER",239
"5299",5299,"product eligibility","OTHER",239
"5300",5300,"software application","OTHER",239
"5301",5301,"spring beans","OTHER",239
"5302",5302,"spring boot","OTHER",239
"5303",5303,"time.","OTHER",239
"5304",5304,"uml diagram","OTHER",239
"5305",5305,"underwriting approvals","OTHER",239
"5306",5306,"unit testing code","OTHER",239
"5307",5307,"user functions","OTHER",239
"5308",5308,"versions","CONSUMER_GOOD",239
"5309",5309,"laboratory € research","OTHER",240
"5310",5310,"natural language","OTHER",240
"5311",5311,"natural language processing","OTHER",240
"5312",5312,"acid consumption","OTHER",241
"5313",5313,"acid consumption maps","OTHER",241
"5314",5314,"action items","CONSUMER_GOOD",241
"5315",5315,"amperage","OTHER",241
"5316",5316,"application rate","OTHER",241
"5317",5317,"arcgis","OTHER",241
"5318",5318,"arcgis assisted","OTHER",241
"5319",5319,"calculator","OTHER",241
"5320",5320,"cathode","OTHER",241
"5321",5321,"cause","OTHER",241
"5322",5322,"cell alignment","OTHER",241
"5323",5323,"cell level","OTHER",241
"5324",5324,"cell line monitor tank house chemistry","OTHER",241
"5325",5325,"cells","OTHER",241
"5326",5326,"chart","OTHER",241
"5327",5327,"construction","OTHER",241
"5328",5328,"delivery system","OTHER",241
"5329",5329,"density","OTHER",241
"5330",5330,"drip line emitter samples","OTHER",241
"5331",5331,"electricians echnical","OTHER",241
"5332",5332,"flow meters","OTHER",241
"5333",5333,"flow rates","OTHER",241
"5334",5334,"grade cathode","OTHER",241
"5335",5335,"grain structure","OTHER",241
"5336",5336,"gunk tank mixer","OTHER",241
"5337",5337,"heat","OTHER",241
"5338",5338,"hydromet","OTHER",241
"5339",5339,"interconnect","CONSUMER_GOOD",241
"5340",5340,"learning python","OTHER",241
"5341",5341,"maintenance","OTHER",241
"5342",5342,"manifold","OTHER",241
"5343",5343,"material quality","OTHER",241
"5344",5344,"metallography results","OTHER",241
"5345",5345,"mixer installation ake","CONSUMER_GOOD",241
"5346",5346,"mixer platform","OTHER",241
"5347",5347,"nm oxide stockpile acid","OTHER",241
"5348",5348,"ore","OTHER",241
"5349",5349,"pb","OTHER",241
"5350",5350,"performance monitoring monitor leach cycle","OTHER",241
"5351",5351,"pfd","OTHER",241
"5352",5352,"pha review","OTHER",241
"5353",5353,"pi systems","OTHER",241
"5354",5354,"pressure","OTHER",241
"5355",5355,"project responsibilities","OTHER",241
"5356",5356,"rack material performance","OTHER",241
"5357",5357,"root cause","OTHER",241
"5358",5358,"sheets","CONSUMER_GOOD",241
"5359",5359,"starter sheet material","OTHER",241
"5360",5360,"stockpiles","OTHER",241
"5361",5361,"sulfuric acid-water solution","OTHER",241
"5362",5362,"tank level","OTHER",241
"5363",5363,"thickness","OTHER",241
"5364",5364,"track solution chemistry","OTHER",241
"5365",5365,"tracking acid placements","OTHER",241
"5366",5366,"training documents","OTHER",241
"5367",5367,"wt.-%","OTHER",241
"5368",5368,"yrone","OTHER",241
"5369",5369,"b2-c1","OTHER",242
"5370",5370,"bonne maitrise","OTHER",242
"5371",5371,"franã§","OTHER",242
"5372",5372,"identifier","OTHER",242
"5373",5373,"maple","OTHER",242
"5374",5374,"niveau intermãdiaire","OTHER",242
"5375",5375,"opãrateurs","OTHER",242
"5376",5376,"par","OTHER",242
"5377",5377,"programmation","OTHER",242
"5378",5378,"spectroscopie infrarouge","OTHER",242
"5379",5379,"ado.net","OTHER",243
"5380",5380,"ai","OTHER",243
"5381",5381,"c#.net","OTHER",243
"5382",5382,"csem) environment: python","OTHER",243
"5383",5383,"customer survey","OTHER",243
"5384",5384,"emotion","OTHER",243
"5385",5385,"evaluation","OTHER",243
"5386",5386,"mining","OTHER",243
"5387",5387,"music recommender system","OTHER",243
"5388",5388,"nlk 3.0","OTHER",243
"5389",5389,"coding data scraping","OTHER",244
"5390",5390,"data entry portal","OTHER",244
"5391",5391,"data scraping accomplishments","OTHER",244
"5392",5392,"data scraping bot","OTHER",244
