"","id","job"
"173",173,"Java/J2EE/UI Developer
AT&T - Atlanta, GA
Responsibilities: • Worked on Agile, SCRUM development methodology and built the application with Test Driven Development (TDD) • Consumed Restful web services using apache Http Client for the data coming from external systems. • Developed the Web application using HTML5, AngularJS and Javascript. • Implemented Reporting SPAs using AngularJS, Angular Directives, Bootstrap, CSS3, LESS, Glyphicons and Grunt. • Developed the DAO layer for the application using Spring, Hibernate and developed various business logic and reports using HQL and Hibernate Criteria. • Developed UI using bootstrap dropdown multi-select, bootstrap modals Implemented a suite of app wide MODALS for application configurable warnings and alerts, Developed Tab Widget, Tree Widget, user interfaces and controllers and their templates. • Used Spring Validation framework to implement the server side validations and used Angularjs, AJAX to get the data from the server asynchronously by using JSON objects. • Developed angular unit test cases to test angular components using Mocha, Gulp, Chai, Protractor, Karma and nodejs. • Implemented Front End using HTML5 app with Angular JS 1.2, Bootstrap, CSS3, WebAPI, Angular Directives, ng-* directives, queue, deferred, promise APIs, Mongo JavaScript Expressions in Angular ($match, $group, $sort, $limit) etc. • Created and managed daily/weekly builds using Jenkins for CI/CD and used pipeline plug-in for managing multi project jobs efficiently. • Used TestNG framework for writing automated unit testing for application and Log4j to capture the log that includes runtime exceptions. • Implemented Hibernate Caching (Query and second level EH Cache) for frequent queries executed against database for reports. • Integrating Spring injections for DAOs to achieve Inversion of Control, updating Spring Configurations for managing Java objects using callbacks • Initiate AJAX requests with jQuery and handle responses in plain text, HTML and XML formats. • Configured Spring AOP and used Spring declarative transaction management for transactions. • Coordinating with the build team in the deployment activities, Integration testing, bugs fixing, handling change requests and code reviews. • Used SOA architecture SOAP Web services and integrated Web Services and JMS applications using Mule Enterprise Service Bus (ESB) • Reviewing the Database Schemas across the different domain. Worked on the Integration of the Code and deliver the build to UAT Team. • Used extensively Eclipse in development and debugging the application. • Validating the Application by Deploying and testing on JBoss Server. • Responsible for maintaining the code quality, coding and implementation standards by code reviews. • Responsible for mapping the database model into persistence objects using Hibernate Annotations. • Created various unit test cases and integration tests for the DAO, Service, and Controller components using JUnit, DBUnit and Spring Test support. • Developed the application using J2EE architecture specification and Design patterns.  Environment: Java 1.7, Junit, JBoss 7, SOA, Mule ESB, Oracle, JSP, HTML5, AngularJS, bootstrap, Karma, Mocha, Jenkins, Maven, Hibernate, MVC/MVW, Spring, Eclipse, REST Web services, Maven, Ext-JS, AngularJS, Junit, log4j, Javascript, Subversion
"
"174",174,"Python Developer
T - Mobile - Bellevue, WA
Responsibilities: • Analyzed system requirements specifications and also in client interaction during requirements specifications. • Participated in the complete SDLC process. • Developed user interface using CSS, HTML, JavaScript and JQuery. • Wrote Python modules to extract/load asset data from the MySQL source database. • Designed and implemented a dedicated MYSQL database server to drive the web apps and report on daily progress. • Developed views and templates with Python and Django's view controller and templating language to create a user-friendly website interface. • Used Django framework for application development. • Created entire application using Python, Django, MySQL and Linux. • Enhanced existing automated solutions, such as the Inquiry Tool for automated Asset Department reporting and added new features and fixed bugs. • Created database using MySQL, wrote several queries to extract/store data. • Worked in MySQL database on simple queries and writing Stored Procedures for normalization and renormalization. • Played a key role in a development wide transition from Subversion to Git, which resulted in an increase in efficiency for the development community. • Developed a fully automated continuous integration system using Git, Gerrit, Jenkins, MySQL and custom tools developed in Python and Bash. • Managed, developed, and designed a dashboard control panel for customers and Administrators using Django, OracleDB, PostgreSQL, and VMWare API calls. • Experience in writing Sub Queries, Stored Procedures, Triggers, Cursors, and Functions on MySQL and PostgreSQL database. • Developed, tested and debugged software tools utilized by clients and internal customers. • Coded test programs and evaluated existing engineering processes. • Work with team of developers on Python applications for RISK management. • Worked on rebranding the existing web pages to clients according to the type of deployment. • Special skills in developing user friendly, simple yet effective web based applications. • Deployed the project into Heroku using GIT version control system. • Used advanced packages like Mock, patch and beautifulsoup (b4) to perform unit testing. • Used many regular expression in order to match the pattern with the existing one. • Skilled in using collections in Python for manipulating and looping through different user defined objects. • Involved in Unit testing and Integration testing. Environment: Python 2.7, Django 1.4, Puppet Rspec, Jenkins, Grafana/Graphite, MySQL, Linux, HTML, CSS, JQuery, JavaScript, Apache, Linux, Git.
"
"175",175,"V&V and Automation in Testing
Aerospace- (L&T)
• Team Size: 5 • Project Details: Type of Project - V&V and Script Development for Automation in Testing. The project is to develop Test Cases from Requirements of Flight Control and development of scripts for the Automation of testing and rigorous testing.  • Tools & Technologies: ARINC 429, CCS (Code Composer Studio), Ballard Connector, NI Test Stand, Doors, CM Synergy, Python and Java Script. • Roles and Responsibility: On the client location (At Rockford, IL from May 2015 to till date) * Responsible for the Development of System Test Cases from Requirement. * Responsible for the Development of Scripts in Python for automating the testing. * Developed Java Scripts for getting address and size of the variables needed to alter during testing. * Developed Scripts in TCL for the Desktop Simulation Testing. * Updating and uploading the Test cases and Results in Doors. * Testing the flight test functionalities on the NI Test Stand and generate report. * Creation and closure of CR in CM Synergy.
"
"176",176,"Java Developer
General Motors - Detroit, MI
FI Systems offers integrated data management solutions across print, email, and web platforms - allowing users to manage print data files, email records, digital subscribers, website logins, and gated content.  Responsibilities: • Interacted with the client for gathering the requirements during design, development and implementation phases. • As part of the Agile team worked on estimate releases, tasks with development manager and allocated work for development and testing team. • Involved in designing the architecture for the project using Struts Framework and Hibernate. • Develop the web application using Struts, JSP, HTML, Cascading Style Sheets (CSS) and JavaScript Implemented the application using J2EE design patterns like Struts, Singleton, DAO (Data Access Object), DTO (Data Transfer Object). • Template development for a Java based search platform using JSP/JSTL. • Implementation and designed applications, user interfaces (UI), websites and e-newsletters using cross-browser compatible HTML & CSS, Ext JS 4.0. • Extensively used the Tomcat Server for application development and production. • Involved in unit testing, system integration testing and enterprise user testing Environment: J2EE, Java1.5, Struts, JSP, Hibernate, Java Mail, XML, XSLT, DOM, SAX Parser, Java Beans, JavaScript, CSS, HTML, DHTML, MySQL, Tomcat, Apache Ant, J2EE design patterns.
"
"177",177,"Junior Web Developer
International Technological University - San Jose, CA
I have worked on projects using languages in my curriculum on, Python, PHP, AngularJS and developed apps using objective C and swift.  Achievements Represented College at state Level during Undergraduate studies in Tennikoit, Throwball. Organized Annual Events during Undergraduate studies. Participated in Dance competitions at school.
"
"178",178,"Java/J2EE Developer
Verizon - Irving, TX
Description: VZSIEM (Verizon- Security Information and Event Management) This system provides the ability of gathering, analyzing and presenting information from network and other connected devices along with identity and access management applications, vulnerability management and policy compliance tools, operating system, database and application logs, and external threat data. A key focus is to monitor and help manage user and service privileges, directory services and other system configuration change as well as providing log auditing and review and incident response. Responsibilities: • Analyzing the business and functional requirements provided by the client. • Involved in all phases of the SDLC. • Understood functional specifications, designing and developing creative solutions to meet business requirements. • Responsible for design & analysis of UI components and integration with existing J2EE. • Participating in project design sessions to document technical specifications and to provide design options and solutions. • Used JavaScript library Angular JS for the UI Development. • Used Spring MVC Framework for developing web applications. • Integrated Spring Framework with Hibernate. • Implementing MVC, DAO J2EE design patterns as a part of application development. • Developing DAO interfaces for hibernate to interact with databases. • Created RESTful web services interface to Java-based runtime engine • Developed a RESTful service to provide all the CRUD capabilities. • Implemented client-side application to invoke Restful Web Services. • Implemented server side Restful web services for external vendors to access our applications. • Implement advanced java API and core java for coding sophisticated business logic. • Store all log data generated from the network to HDFS for further processing. • Involved in writing Map Reduce Programs for further processing. • JDBC framework is used to establish the communication with oracle database. • Used Hibernate in data access layer to access and update information in the database. • Developed SQL & PLSQL queries for Oracle. • Working on Web technologies including Tomcat, Apache, Http and Web service architectures. • Used Log4J to capture the log that includes runtime exceptions, monitored error logs and fixed the problems. • Successfully implemented Web services and exposed the service to the inter application communication. • Worked in a structured development environment with build & configuration management tools (Maven) • Using SVN for software configuration management and version control. • Preparing test cases and strategies for unit testing and integration testing. Environment: Spring, Hibernate, Struts, MAVEN, Web Services (SOAP, Restful), HDFS, MAPREDUCE, JavaScript, AngularJS, CSS, AJAX, Html5, JSP, JSTL & SERVLET, DB2, Log4J CRUD, PL/SQL, JDBC, UML, Eclipse, Junit, Xml, Subversion, JMS, Apache Tomcat, Linux, PHP
"
"179",179,"Python/Django Developer
Key Bank - San Francisco, CA
Worked on development of on-line Bill pay system.  Responsibilities: • Responsible for gathering requirements, system analysis, design, development, testing and deployment. • Participated in the complete SDLC process. • Developed user interface using CSS, HTML, JavaScript and JQuery. • Developed Business logic using Python 2.7 • Used Django framework for application development. • Developed and maintained various automated web tools for reducing manual effort and increasing efficiency of the Global ShippingTeam • Created database using MySQL, wrote several queries to extract data from database. • Performed automated/manual Testing of application using tools like LoadRunner, VUGEN and SoapUI. • Wrote scripts in Python for automation of testing jobs. • Effectively communicated with the external vendors to resolve queries. • Used GIT for the version control. Environment: Python 2.7, Django1.4, C++, LoadRunner, VUGEN, SOAPUI, HTML, Restful API, Oracle 9i, Shell Scripting, PL/SQL, ODBC, GIT, Linux and Windows NT.
"
"180",180,"Software Systems Engineer
Independence Blue Cross - Philadelphia, PA
Middleware software developer implementing Enterprise Application Integration projects on cross platform operating systems.  • 7 + years working with Enterprise Application Integration Architecture using Websphere Integration suite. • Provided enhancements and fixes to EDI HIPAA X12 270/271 transaction using WMB. • Developed the Health Care Claim Payment / Advice (835) Transaction program flow using WMB/WTX and invoking web services. • Developed test tool (web services client) in ASP.NET to check-out web services. • Developed internal reporting web pages in ASP.NET using Microsoft Visual Web Developer 2005. • Developed utilities programs using Visual C++ 6.0, C# and Java. • Developed a web application in asp.net to be accessed from the BlackBerry phone for off-hour production support personnel. • Wrote programs in C# and Java that interact with IBM MQ queues. • Provided enhancements and fixes to the claims compliance checking program in C++ Unix environment. • Applied business requirements to the DGC compliance checker which has its own C like syntax.
"
"181",181,"Staff software engineer 
Lockheed Martin - Orlando, FL
Responsibilities Each day in an year differs, since I work on a long-running defense program that is heavily 'projectized' In the past year(2014), for example, I was a team lead and devOps lead for 7 months, SME for a data dictionary dev effort for a month, a developer developing Java/JEE code for another, then(from Oct 2014 and continuing into 2015) a research team member tasked with the setting up and using of Hadoop to analyze big data and also to develop further a currently bare-bones custom JEE framework which would someday be akin to the Spring framework(idea is to develop a Spring like framework that is free from OSS as OSS is frowned upon for use in defense software by the US Govt.)  Accomplishments Developed the end point design, architecture and code for a defense-related Java/JEE based defense software(JMS, WS with wsdl and SOAP) Played key role in the layering of the defense-related web application Lead a team of 10 developers for 2 years when working on the 2.0 version of a defense-related software(this also automatically, in our setup, made me the devOps lead for the same amount of time)  Skills Used: Technical: Generally 95% Java/JEE(servlets, jms, jdbc, jpa mainly) and the rest .NET, Groovy, PL/SQL, Perl etc Key technologies used or dabbled in during this time: Spring, EJB3.0, SOA, MVC, Actual usage of various design patterns(singleton, factory, facade, adapter, template-method, MVC, DAO) Java Swing and JavaFX, Hadoop(Pivotal, Cloudera, IBM BigInsights, MapReduce, Pig, Hive). On the javascript side, used old-style javascript and also new jQuery in actual code, researched client-side MVC  with Angularjs, MEAN stack/MEAN JS and MeteorJS.  Management: Project Management skills when leading a team of 10 developers for a project between 2012 and 2014 on the F-35 program.
"
"182",182,"Python Web Project
Personal Blog (https://nealwang.herokuapp.com/)
Responsibilities •    Developed light-weight personal blog by Python bottle web framework and Python markdown implementation. •    Customized and tested on different devices to achieve responsive, maintained by Git, deployed on Heroku PaaS, •    Skill Sets: Python, Bottle framework, Markdown2, Git, Heroku.
"
"183",183,"Research Assistant
Worcester Polytechnic Institute - Worcester, MA
Responsibilities Working on a Data Science research paper “Probabilistic Inference of Internet Node Geolocation with Anomaly Detection”.  Applied probabilistic clustering techniques to find which IP Addresses belonging to a subnet are fit for IP Geolocation based on probabilities using R and Python.  Accomplishments Learned unsupervised techniques to glean insights from data. Learned to write statistical reports. Learned the nature of Pings (latency) measured between IP Addresses.  Skills Used R, Python, Statistics, Clustering, Data Visualization, Data Analyses,Data Exploration, LaTeX
"
"184",184,"Team Lead - Java/J2EE
Wayne, PA
Environment: Java, JAVA 1.6, Hibernate, SOA, JBOSS, Spring, Hibernate, Web Services, JMS, JSP, Struts  A2B (Application to Booking Lease Management System) Description: De Lage Landen is an international provider of high-quality asset-based financing products. The company, headquartered in Eindhoven, is a wholly owned subsidiary of the Dutch Rabobank Group with offices and joint ventures in 32 countries throughout Europe, USA and recently in Australia and New Zealand. DeLage Landen specializes in asset financing and vendor finance programs internationally, with a focus on the following industries: agriculture and food, healthcare, IT, materials handling and construction equipment, office equipment, and telecom.  A2B is Java/J2EE based Lease Booking System which enables the vendors and customers to come on same platform and get into a Lease Contract. DLL on behalf of Customers finance the Deal/Contract and A2B enables the whole workflow to do the pricing, amortization schedule, verifying the involved party's credibility, taxation, funding and legal verifications. A2B is integrated with various outside systems like Super Trump, Vertex, Transunion, D&B, Trillium and ICV in order to perform various activities like Pricing, Credit History, Taxation, and Address Validation etc. Deal/Contract is passed to OLM (Oracle Lease Management) once it is successfully booked and the later lifecycle of deal is managed in OLM (like Billing Cycle, termination etc.)  Responsibilities: • Gathering the understanding the business requirement from functional users. • Writing the Technical Design Document based on the functional requirement and shares the same with technical architect. • Splitting the work in small deliverables and assign to other team members to work in parallel. • Reporting to Project Manager on weekly basis on the progress of development work. • Writing and testing the Core and Common Business Logic. • Presenting the Change to Release Management Team and get the deployment keeping backward compatibility in mind. • Collaboration with offshore team members on their deliverables. • Database Design, Development and performance tuning of new DML queries getting introduced in Hibernate Application Service Layer. • Responsibility and Accountability of End-to-End delivery of deliverables.
"
"185",185,"Java J2EE Developer
Persistent Systems Ltd., , NY
Project Description: Group Long Term Care Application Genworth Financials developed this portal for facilitating their group insurance customers, their spouses and their dependents to access the website via internet and get the group insurance quote depending upon offering selected by the Employer with Genworth Financials INC. The application takes care that core quote offered by employer is better than selected quote then guides user accordingly. The portal also gives customer different products and services provided by Group Insurance. Some of the most significant capabilities of this portal include: •Deliver product forms depending on state and age given •Has as e-submission functionality which helps user fill all forms online and submit application electronically  Responsibilities: • Implemented MVC architecture using Eclipse IDE. The developed application had a separate paradigm for design layer, presentation layer and control layer. • Integrated Struts (MVC architecture) and Tag Libraries to created interactive form-based applications. • Followed Agile/Scrum methodology for enhancements. Was involved in story break up and task prioritization. Worked closely with the SCRUM team and BA's to understand the requirements of the customers • Utilized DAO, MVC, DTO Java/J2EE enterprise design patterns during story break up. • Wrote MySQL queries to persist and retrieve data to and from the Oracle 11g relational database with Hibernate ORM. • Used log4j for tracking errors and debugging the code. • Implemented Struts Framework with JSP. • Used Spring IOC model for the database layer with Hibernate • Deployed application in the Web-logic Server environment using Maven build tool. • Involved in J-unit testing and system testing and also responsible for preparing test scripts for the system testing. • Worked on Struts validations using validation.xml, validation-rules.xml. • Used JSP custom tags and Stored Procedures in the web tier to dynamically generate web pages • Used Webtrends Analytics to collect data about users, on-site search. • Used Captcha for the validation • Used Hibernate ORM to integrate the business application with Oracle Database. • Involved in Unit Integration, Pre-Production testing, Client Acceptance Tests and Approvals.
"
"186",186,"Physics Teacher Assistant and tutor
DALLAS BAPTIST UNIVERSITY - Dallas, TX
• Maintained inventory for the physics laboratory • Grade materials submitted by students and record their results • Work with professors and help with lesson planning and facilitate the leaning process • Assist students that need help  with physics and physical science • Worked for the College of Math and Science during the summer
"
"187",187,"Full Stack Python Developer
G&G OutAtters in Lanham - Lanham, MD
Developed internal and client-facing web applications to replace legacy business software for a proAtable branding and screen printing company. Par t of a small team utilizing an Agile workHow and modern technologies such as Mongodb and Flask python web framework. Directed the development of a robust browser dashboard widget platform written in javascript.
"
"188",188,"Test Engineer
Synnex - Fremont, CA
•    Facebook  •    MYSQL  •    Python  •    Engineering  •    Process  •    Hardware  •    Servers
"
"189",189,"Sr. Java/J2EE Developer
Citigroup Inc - Chicago, IL
Project Description: Concierge is used by the Citibank financial centers to support all sales, services  and the customer problems resolution functions. Concierge  provides  a 360 degree view of  the customer showing the full citi  accounts relation ship including banking, credit card loan mortgage and brokerage accounts. Concierge is used to perform accounts opening for consumer and commercial asset, liability, brokerage &retirement accounts concierge account opening includes end to  end process comprising third party verification,  risk and anti- money laundering , comprehensive fulfillment processing  including checkbook and card printing, rewards  program enrollment , citi mobile enrollment and all accounts opening forms (terms and condition, disclosures, tax forms). Concierge also includes full sales supports by presenting pre -approved  credit offer in account opening and servicing, sales referral processing, and sales  compensation computation.  Responsibilities: • Developed the Web Based Rich Internet Application (RIA) using J2EE (Spring framework) and Macromedia/Adobe Flex. • Developed hibernate DAO Accessor Classes using Spring JDBC Template • Developed Servlets and JSPs based on MVC pattern using Struts framework and Spring Framework. • Designed and developed various modules of the application with J2EE design architecture, using eAgent frame work JSPs, HTML, AJAX, JQuery, iFrame and JavaScript. • Used AJAX to implement some customizations which required dynamic behavior like controls dependent on user value selection on some other controls. • Designed and implemented Java engine and API to perform direct calls from font-end JavaScript (ExtJS) to server-side Java methods (ExtDirect). • Developed web pages using HTML/CSS and JavaScript. • Developed web applications using Spring MVC, JQuery, HTML5, Bootstrap • Created Oracle database tables, stored procedures, sequences, triggers, views • Developed the CRUD API for the POSEngine using Restful Webservices. • Developed Oracle PL/SQL Stored Procedures and Queries for Payment release process and authorization process. • Design and Developed using WebService using Apache CXF. • Developed Rest architecture based webservices to facilitate communication between client and servers. • Developed various reusable helper and utility classes using Java Beans with Eclipse editor. • Developed Dash-Board to monitor and report Cache Coherence Servers. • Deployed EJB Components on WebLogic • Used Subversion for software version control. • Designed and implementing a Node.js based mobile text and voice messaging app and its cloud backend. • Created web application prototype using jQuery and Angular JS • Developed Ruby on Rails web applications using MongoDB and back-ground processes using Resque and Redis • Developed JUnit test cases for all the developed modules. • Components used are Gigaspaces/Javaspaces and Tangosol Coherence for the in memory database • Designed and implemented four Agile Scrum teams for product development. • Designed the UML, created class, sequential diagrams using Borland Together Architecture, modified code, configured WebLogic server and project in Oracle. • Used Require.js, Backbone.js and jQuery to create multiple JavaScript applications • JSON is used for serializing and deserializing data that is sent to or receive from JSP pages • Developed user interface using JSP, JSTL and Custom Tag Libraries and AJAX to speed the application. • Developed the Servlets for processing the data on the server. • Built a RESTful API to save and retrieve geolocations using a remote server in Java using Spring, MongoDB • Used Maven to build and generate code analysis reports. • Designed and developed Generate PDF functionality using Spring framework and iText • Designed and implemented interface elements using Google Web Toolkit. • Update Jasper Report configurations to make the changes in the reports. • Worked in SOA architecture Websphere Message broker for integration with Pega and ILog • Writing web 2.0 optimized website content. • Worked with business teams using Agile methodology to integrate business line of apps with SOA in a seamless fashion.  Environments: Java, J2EE, Spring, Hibernate, Struts, Jquery, Ajax, Sencha Extjs, Javascript, Oracle, Crud, Pl/Sql, Jdbc, Apache Cxf, Rest, Eclipse, Weblogic, Subversion (SVN), MongoDB , Bootstrap, Backbone.js, Junit, Node.js, Angular.js, Agile, Uml, Jsp, Jstl (Java Server Pagesstandard Tag Library), Coherence, Servlet, Maven, Itext, Google Web Kit (Gwt), Jasper Report, Ilog, Web 2.0, Soa.
"
"190",190,"Technician Engineering Area, Production Operator II
Micron Puerto Rico, Inc - Aguadilla, PR
SAP, Python Programs ◦ Perform troubleshooting and analytical abilities. ◦ Hot Motherboard HP Server memory test. ◦ SMT Assist with the development of tools, fixtures, applications and maintenance of associated software. ◦ Module test reviewed and tested operability of electrical systems and components. ◦ QA area preventing mistakes or defects in manufactured products and avoiding problems when delivering solutions or services to customers. ◦ Participate with engineers in the debugging and troubleshooting of new and existing products. ◦ Warehouse
"
"191",191,"Senior QA Engineer
Rioseo - San Diego, CA
Responsible for preparing and executing test strategies within an agile environment and contributing to the continuous improvement of the QA process for the following products: the highly-complex Java-based Interactive Marketing Analytics applications, Python/Java-based Advanced Social Analytics software, the PHP5-based Location Finder Software as well as Rioseo's client sites. Developed tools of automation and testing in Ruby, ROR, Cucumber, Capybara and related gems, as well as in Python, Java, PHP5, and the shell programming language.
"
"192",192,"Production Support - Regulatory Reporting
Tata Consultancy Services
Responding, analyzing and resolving customer issues escalated to the support team in a timely manner • Monitor system health using ITRS Geneos to ensure processes are running properly • Coordinate with production support development team on production releases • Perform log analysis to identify production issues and resolve them to minimize business impact • Coordinate with dependent systems if a major incident has occurred and resolve the issue in a timely manner • Create Python scripts to perform day to day tasks more efficiently • Create Python scripts that generate reports from an object oriented database for user analysis • Use Unix command line to search and analyze logs when inconsistencies occur • Train new team members on the application to ensure they are able to carry out day to day tasks efficiently • Case studies in Java and .Net/C# during job training related to real-world applications
"
"193",193,"Software Engineer
Anacle Systems Pte Ltd - Singapore
Responsible for assisting in designing and architecting leading edge database­driven applications. Took part in developing system and application prototypes, technologies and products.  Accomplishments ● Object interface designs, interactions, and implementation using C#, Android, MS SQL. ● Built modules for finance and accounting management systems. ● Built Enterprise Asset Management (EAM) System for client companies. ● Worked directly with customers/partners to gather requirements. ● Supported and maintained developed projects. ● Prepared software related documentation. ● Awarded best software engineer of the year.
"
"194",194,"Graduate Research & Teaching Assistant
KANSAS STATE UNIVERSITY - Manhattan, KS
 Researched:  Developed a fast algorithm for solving scalar wave scattering by ten billions of particles with applications to creating new engineering materials: implemented in MATLAB, C/C++, used PETSc, Fast Fourier Transform, and tested in Gordon super computer at XSEDE (Extreme Science and Engineering Discovery Environment).  Analysis of DNA sequences: used Perl to analyze big data of DNA sequences on BEOCAT cluster.  Developed numerical methods for solving electromagnetic wave scattering problem: implemented and tested in MATLAB.  Developed a numerical method for evaluating singular integrals: implemented and tested in MATLAB and Python.  Solved a math conjecture using computer: implemented in Python, used Scipy, Numpy, Sympy, and Matplotlib.  Developed MATHEX app: implemented in C#, supports Linear Algebra operations and Image processing with a friendly user interface.  Lectured courses: Differential Equations, Matrix Theory, Trigonometry, Calculus 1, Calculus 2, and Calculus 3. Coordinated course: Calculus 1 - Prepared course syllabus and exams, supervised other instructors to run the course smoothly, conducted office hours and help sessions, graded exams and homework. Student rating: 4.1/5.  Worked as an Organizational Graduate Teaching Assistant (GTA): participated in training new GTAs and supported the Mathematics department.
"
"195",195,"Web Application Developer
PostgreSQL
Manheim Global Trader  • Technologies used: * PHP, Node JS, Bash * PostgreSQL * HTML5, Javascript, jQuery, Angular *  Apache, Linux (Red Hat)  • Build a logistics management workflow tool to more easily manage vehicles within the logistics team's workflow/radar ◦ Faster data entry with a more uniform way of entering key data pieces ◦ Better visibility into the current vehicle status using the Handsontable javascript grid plugin ◦ Process data updates from users using AJAX/NodeJS in a near real-time fashion  • Maintain and extend the PHP-based company web application with bug fixes and new features as required by the business ◦ Update and improve the interface for applying in-house financing to a customer's vehicle using AJAX and Angular. ◦ Optimize the registration process flow code with a cleaner UI that better reflected the most recent registration business rules, allowing a reduction in onboarding time ◦ Rebuild the module for pulling Experian AutoCheck reports to use the Autocheck API instead of screen scraping report data. ◦ Implement a feature to allow customer accounts to have associated representatives allowed to access the account on behalf of the owner.
"
"196",196,"Teaching Assistant
University of Massachusetts Amherst  - Amherst, MA
CS 119: ""Intro. Python Programming"", CS 230: ""Computer Systems Principles""
"
"197",197,"Java Developer
Strategic Support Corporation, Inc. & Method Technology Solutions - New Orleans, LA
Responsibilities • Perform front end web application development. • Responsible for overall application design, including interfaces with other applications and systems. • Assure that application designs are consistent with industry best practices application attributes. • Work with the development teams to refine and clarify requirements. • Work with architects on executing framework level changes impacting systems across the board. • Work with performance testing team to effectively performance test applications for environment and framework level changes. • Work with QA analysts to think out of the box creative ways to test functionality and performance of applications for environment and framework level changes • Properly track progress, effort, impediments and resolutions, by following Sprint fundamentals. • Perform unit and regression testing in Agile environment  - Conduct system builds and push builds to different environments.   Skills Used Java, J2EE, JSP, PHP, HTML, HTML5, CSS, JavaScript, Ext, AJAX, SQL, Struts2, XML, EJB, OOP, MVC Framework, Agile Environments, Sprints, MVC
"
"198",198,"Software Developer
Legion Labs - Detroit, MI
Responsibilities Handled tasks assigned to me in Github issues including speccing out issues and tasks for other team members to handle Developed new features Served as a SME to the team  Accomplishments Integrated WebRTC capabilities into the app Contributed to the foundational work required to integrate deep learning algorithms into the app to be used for various purposes, such as speech recognition and gesture recognition Integrated the app with Amazon's Mechanical Turk to utilize a fluid workforce  Skills Used JavaScript CSS 3 HTML 5 Node.js Meteor WebRTC Artificial Intelligence
"
"199",199,"Embedded Engineering Intern
DornerWorks Ltd - Grand Rapids, MI
o Hardware design support in MentorGraphics PADS o Python development of internal tools o Open source Linux platform support (SEL4) o EMI and wireless power transfer R&D
"
"200",200,"Programmer
Kestrel Management Services LLC - Madison, WI
Write programs in a variety of computer languages such as VB.Net, ASP.NET, HTML, SQL Server, C++, Java and JavaScript ◦ Update and expand existing programs ◦ Debug programs by testing for and fixing errors ◦ Use SQL Server Business Intelligence Development Studio to create reports that would be emailed to clients on a scheduled interval as the client request
"
"201",201,"Java / J2EE Developer
OCIO, State - Lincoln, NE
Description: As part of application data maintenance, applications are deactivated and purged after a certain amount of time. Batch jobs are scheduled on a daily basis to take care of such maintenance activities. Quartz is a full-featured, open source job scheduling service that can be integrated with, or used alongside, virtually any Java application - from the smallest stand-alone application to the largest e-commerce system Information Network for Resident Online Access and Delivery of Services (inROADS), will use the APIs to schedule the jobs and the job timings are maintained in reference tables.  Role & Responsibilities: ➢ Designed and developed the project using MVC design pattern. ➢ Used Eclipse IDE for code development along with Visual Source Safe (VSS) for managing the code. ➢ Developed and Deployed Stateless and Stateful session Beans, used EJB 3.0 as the ORM mapping tool and worked with the different configuration files. ➢ Wrote Action classes, Action Forms Beans, Validators using Struts Framework, designed and developed different JSP Custom Tags, Struts tags & JSTL tag libraries. ➢ Integrated presentation (JSP), business (EJB) and data access layers (DTO/DAO). ➢ Used Ajax Framework to develop Auto fill functionality to UI Interface. ➢ Generated JPA compatible entity objects using JPA plug-in. ➢ Initiate Ajax requests with jQuery and handle responses in plain text, HTML and XML formats. ➢ Involved in performing core JQueryDom utility functions like inserting, moving and deleting DOM Nodes. ➢ Extensively used entity associations like One-to-many, Many-to-one and Many-to-many. ➢ Wrote Shell Scripts to deployment applications and monitor the health of the system. ➢ Developed WebServices to exchange data between different applications, implemented SOA architecture with WebServices using SOAP and WSDL. ➢ Designed and developed direct live interfaces with multiple systems within the bank to subscribe the data real-time. ➢ Design and development Message Handler Service using JAXB for converting objects back and forth. ➢ Designed and developed database trigger and procedures to update the real-time cash balances. ➢ Developed Data Access Objects to access middleware web services as well as Sybase database. ➢ Developed light weight user interfaces to display the live cash balances on web page using HTML, JavaScript, JSP with Servlets and JDBC technologies at backend. ➢ Integrated multiple systems using IBM MQ message queues and XML. ➢ Automate the deployment process using ANT scripts ➢ Used APIs to Schedule and run the batch jobs for data maintenance like to deactivate and purge applications after a certain amount of time ➢ Maintained Batch jobs timings in reference table. ➢ Developed Shell scripts and cronjob to schedule jobs, which receives data from multiple systems and also sends reports to downstream systems.  Environment: UML, OOAD, EJB3.0 , JNDI, Servlets , JSP, JMS, RMI, XML, JDBC,  J2EE, Unix, RAD, WebSphere , LDAP, Agile, Struts Framework, ANT, Rational Rose, Dream Viewer, CVS, SubVersion,  Oracle 9i/10g, Junit, JavaScript, DHTML.
"
